"date","time","tweet","year_month","year"
2024-01-01,"09:25:46","transmitir informacion fidedigna real lleva aos operando","2024_01","2024"
2024-01-02,"17:51:09","recomiendo puedes retirar hsbc inbursa comision","2024_01","2024"
2024-01-04,"22:01:23","hoy fanshop pase super chido ademas hice amix ","2024_01","2024"
2024-01-04,"12:03:48","opcion personal podria recomendae tambien buenas promociones msi","2024_01","2024"
2024-01-04,"11:15:48","mejor","2024_01","2024"
2024-01-05,"12:39:28","va gracias mande dm","2024_01","2024"
2024-01-07,"18:53:21","mejor","2024_01","2024"
2024-01-07,"17:46:48","puro mejor nu nu fonite foniteog","2024_01","2024"
2024-01-08,"11:16:15","voy trabajar hermana oye entonnces valido papas oye tema depa jajajaja bueno agradezco alguien alla ayude resolverlo","2024_01","2024"
2024-01-09,"23:55:06","pixel genio","2024_01","2024"
2024-01-09,"00:42:33","bien seor lampi","2024_01","2024"
2024-01-10,"13:37:20","uy contacte incluso mande video correo electronico sealo persona contesto actualice sistema operativo sigue igual sucede app apps bancos funcionan perfecto","2024_01","2024"
2024-01-10,"12:36:49"," promocion clientes aprovecha compras temporada recibe recompensas efectivo list p","2024_01","2024"
2024-01-11,"15:20:48","gracias","2024_01","2024"
2024-01-13,"13:44:57","llame ayudaron gracias","2024_01","2024"
2024-01-14,"14:57:03","limites jajaja gpt gratis","2024_01","2024"
2024-01-15,"12:22:52","quedo solucionado fin semana gracias","2024_01","2024"
2024-01-16,"18:32:25","listo quedo gracias","2024_01","2024"
2024-01-17,"22:32:37","nu mejores andan buscando moverse","2024_01","2024"
2024-01-17,"21:08:35","ocupan excelentes alternativas bancoaztecaenquiebra comisiones contratacion linea k puntos retirar nubank comisiones contratacion linea retiro efectivo supermercados","2024_01","2024"
2024-01-17,"19:54:36","excelentes alternativas comisiones contratacion linea k puntos retirar nubank comisiones contratacion linea retiro efectivo supermercados","2024_01","2024"
2024-01-17,"19:51:13","excelentes alternativas comisiones contratacion linea k puntos retirar nubank comisiones contratacion linea retiro efectivo supermercados","2024_01","2024"
2024-01-17,"19:43:52","excelentes alternativas azteca comisiones contratacion linea k puntos retirar nubank comisiones contratacion linea retiro efectivo supermercados","2024_01","2024"
2024-01-18,"12:58:15","celebramos aos gracias confiar viaje apoyo fundamental","2024_01","2024"
2024-01-19,"11:01:15","buen dia envie correo justo gracias","2024_01","2024"
2024-01-19,"10:06:58","buenos dias maravillosa sorpresa cuenta amanecio ceros ","2024_01","2024"
2024-01-21,"19:07:32","listo","2024_01","2024"
2024-01-21,"18:42:05","raro realizado varias transacciones problema","2024_01","2024"
2024-01-21,"09:09:53","mejor opcion rendimiento ","2024_01","2024"
2024-01-21,"17:58:03","hola tambien gustaria unirme porfa","2024_01","2024"
2024-01-21,"11:46:51","agrega app nunca fallado proceso contratacion agil pues par abres cuenta evalua tarjeta credito depositos transferencias inmediatas","2024_01","2024"
2024-01-22,"17:18:41","dinero deberian darme gracias ao servicios","2024_01","2024"
2024-01-22,"16:00:41","gracias comprometio resolver problema fecha limite enero asi enseguida pondre contacto","2024_01","2024"
2024-01-22,"13:55:08","gracias","2024_01","2024"
2024-01-22,"12:57:27","agradezco atencion pondre contacto","2024_01","2024"
2024-01-23,"12:10:13","mas listos ansiosos desconectate dias acustico tecatepalnoe ","2024_01","2024"
2024-01-25,"21:11:05","funciona mejor ","2024_01","2024"
2024-01-26,"22:23:25","jajajaja ame","2024_01","2024"
2024-01-26,"17:41:58","jajaja","2024_01","2024"
2024-01-29,"18:17:18","hola buenas tardes atiende luz placer saludae gusto podemos apoyae favor escribenos cuenta oficial twitter brindarle seguimiento solicitud compaie informacion correspondiente ","2024_01","2024"
2024-01-29,"15:44:22","listo gracias","2024_01","2024"
2024-01-30,"15:12:47","hola valdria pena hagan cambios dan resumen cambios realizados contrato manden hojas completas charlytip mejora experiencia cliente","2024_01","2024"
2024-02-01,"14:25:36","encantan respuestas fallas repoadas app ","2024_02","2024"
2024-02-01,"00:51:32","debito puedes pedir nu app tmb piden minimo cobran manejo cuenta abri xq pedo nomina banamex usaba ahorrar uso casi heejej tj fisica costo creo","2024_02","2024"
2024-02-02,"11:11:22","aprovecho tuit recomendarles lqm sola queja dos aos","2024_02","2024"
2024-02-06,"11:34:36","interesante","2024_02","2024"
2024-02-07,"02:05:30","mejor aumenten lineas credito ","2024_02","2024"
2024-02-08,"20:20:59","ilimitado jajajaja suena increible","2024_02","2024"
2024-02-08,"19:16:00","mas agradecido peenecer ocupan solucione mero bueno thkss","2024_02","2024"
2024-02-08,"18:30:39","encanta app simplemente increible ademas super intuitiva cashback todas compras","2024_02","2024"
2024-02-08,"05:52:22","aaawww bonito cola ","2024_02","2024"
2024-02-09,"13:05:02","gracias","2024_02","2024"
2024-02-10,"10:12:37","trae humilde chiquito","2024_02","2024"
2024-02-11,"11:40:38","preguntan conseguir tarjeta pueden sacar diseos elegir","2024_02","2024"
2024-02-12,"20:17:49","empezare hacer gracias","2024_02","2024"
2024-02-12,"16:43:13","jajaj fijat dije fin so far so good ","2024_02","2024"
2024-02-12,"16:11:52","mira amixe fin abri cuenta llego super rapido dias dhl pues encantado ","2024_02","2024"
2024-02-13,"17:03:36","celebra amor estilo san valentin descubre ultimas colecciones marcas favoritas aqui somoshey heymedia sanvalentin regalos","2024_02","2024"
2024-02-13,"16:16:21","comerciales ganadores kansas chiefs dejo superbowl ao somoshey heymedia comerciales sblviii michaelcera jlo mainscorsese","2024_02","2024"
2024-02-13,"12:07:46","favor apoyo saber modulos cdmx gracias","2024_02","2024"
2024-02-19,"12:04:17","arreglo gracias","2024_02","2024"
2024-02-20,"09:38:29","tenencia msi amo ","2024_02","2024"
2024-02-21,"15:10:57","fin recupere cuenta amo ","2024_02","2024"
2024-02-22,"10:15:48","perfecto","2024_02","2024"
2024-02-29,"21:07:53","gracias informacion util","2024_02","2024"
2024-03-01,"23:39:44","meses tdc garantizada buen uso van graduar recuerdo contrate decia meses buen uso ","2024_03","2024"
2024-03-01,"19:35:31","nunca falla ","2024_03","2024"
2024-03-01,"04:46:39","gracias sali apuro gracias ","2024_03","2024"
2024-03-02,"14:24:38","gracias revise","2024_03","2024"
2024-03-06,"20:09:14","jaja gracias ","2024_03","2024"
2024-03-06,"16:28:42","recomiendo","2024_03","2024"
2024-03-08,"02:06:50","sabado perpetuo ","2024_03","2024"
2024-03-13,"21:34:41","gracias atencion","2024_03","2024"
2024-03-13,"20:40:01","gracias quedo ","2024_03","2024"
2024-03-15,"01:51:01","agree contigo versh ","2024_03","2024"
2024-03-16,"16:45:25","hice mail sugerencia app cuanto den facilidades modificaractualizar dato numero cel responden comunique telefono ver digan ahi facilidad ayuda viene nomas sacan apuros ","2024_03","2024"
2024-03-18,"17:23:05","gracias atencion","2024_03","2024"
2024-03-18,"17:13:48","hola buenos dias atiende luz placer saludae impoantes comentarios interesa saber mas experiencia puedes brindar mayor detalle situacion presentas favor ","2024_03","2024"
2024-03-19,"18:48:19","gracias hable via telefonica resolvio inquietud","2024_03","2024"
2024-03-22,"21:40:28","amo gran experiencia ir shop lxs tqm","2024_03","2024"
2024-03-23,"21:38:20","recomendaron charliehack telegram ayudae solucionar problema recupere mio ayuda asi recomiendo mejor mas rapida opcion","2024_03","2024"
2024-03-26,"06:00:06","buen dia alguna promocion msi pago tenencia saludos","2024_03","2024"
2024-03-27,"20:47:08","recomiendo aunque siento dificil aprueben nunca historial banamex menos escuchado casos asi primera tdc recomiendo tiempo daban recompensas compras tarjeta","2024_03","2024"
2024-03-27,"02:21:57","gracias invitarnos conocer mas coleccion retro asi detalles obsequios tarjeta anime acorde comprar boletos cine nueva pelicula rascaldoesnotdream","2024_03","2024"
2024-03-28,"20:07:52","hola encantados asistie mejor manera invitamos escribas dm gusto ayudaremos toda informacion requieres pendientes","2024_03","2024"
2024-03-28,"18:00:54","gracias didi confianza incrementar linea credito k mean ofreciendo credito gracias faltaria msi","2024_03","2024"
2024-03-28,"17:31:57","hola gracias acabo enviar correo","2024_03","2024"
2024-03-30,"19:47:37","hola mande dm ","2024_03","2024"
2024-03-30,"18:47:15","ayer gane sombrerito real quedaba outfit jajajaja feliz festival chulearon ","2024_03","2024"
2024-03-31,"23:19:35","diferencia demostrado verdadera comprension necesidades clientes gracias hacer posible proyectos hagan realidad ","2024_03","2024"
2024-03-31,"02:47:12","amo chingo ","2024_03","2024"
2024-04-04,"08:41:17","akamba regresa gracias aprovecha venta pre cael presentada disfruta etapa unica","2024_04","2024"
2024-04-04,"01:05:10","mio resolvio facil entra banca linea computadora dira bloqueado pones token cel listo suee","2024_04","2024"
2024-04-05,"02:55:10","mas suficiente","2024_04","2024"
2024-04-07,"23:22:19","recomendaron charliehack telegram ayudae solucionar problema recupere mio ayuda asi recomiendo mejor mas rapida opcion","2024_04","2024"
2024-04-10,"21:57:10","tambien necesito ayuda","2024_04","2024"
2024-04-10,"16:53:34","listo","2024_04","2024"
2024-04-10,"16:05:30","gracias solucione","2024_04","2024"
2024-04-12,"17:19:20","buenos dias llevo fin semana tratando pagar tarjetas transferir cuenta principal regresan todas transferecias ayuda","2024_04","2024"
2024-04-15,"23:44:20","asi gano carrera fintech aplicacion siempre funciona amigable cliente","2024_04","2024"
2024-04-16,"17:41:40","gracias","2024_04","2024"
2024-04-17,"04:45:42","gracias ","2024_04","2024"
2024-04-18,"17:28:23","gracias","2024_04","2024"
2024-04-18,"15:59:11","amo gracias pude entrar app saludos ","2024_04","2024"
2024-04-18,"04:34:45","sigue dejarme aumentar linea tarjeta credito garantizada","2024_04","2024"
2024-04-21,"15:21:43","confirmo gracias estimado","2024_04","2024"
2024-04-23,"22:52:05"," acuerdo gracias","2024_04","2024"
2024-04-23,"21:30:12","tio van graduar tdc garantizada mas ao saque recuerdo decian meses buen uso ayuda c","2024_04","2024"
2024-04-25,"00:51:24","duda ver problemas aumentar linea credito tarjeta garantizada app deja marca error pasa igual telefonos","2024_04","2024"
2024-04-26,"13:30:56","wey mejor puedo pagar apple pay ","2024_04","2024"
